,transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned,category,color,size,season,supplier,cost_price,list_price,store_name,region,store_size_m2,age,gender,city,revenue,profit,date_by_month,repeat_flag,discount_rate
3414,T0006588,2023-04-11,P043459,S005,C007351,2,0.0,0,Tops,Black,M,Summer,supplierc,39.55,63.96,Coimbra Boutique,Coimbra,238,22,Other,Braga,127.92,48.82000000000001,2023-04,Repeat,
3415,T0023472,2023-02-18,P043573,S001,C009364,2,0.1,0,Accessories,Blue,M,Winter,suppliera,57.35,156.57,Lisbon Flagship,Lisbon,179,29,Female,Braga,281.826,198.44,2023-02,Repeat,0-10%
3416,T0015584,2020-01-03,P043582,S004,C002396,1,0.1,0,Bottoms,Blue,S,Fall,supplierc,27.41,74.12,Online,Online,950,53,Female,Lisbon,66.70800000000001,46.71000000000001,2020-01,One-time,0-10%
3417,T0004350,2024-09-16,P043582,S004,C017814,2,0.1,0,Bottoms,Blue,S,Fall,supplierc,27.41,74.12,Online,Online,950,67,Other,Coimbra,133.41600000000003,93.42000000000002,2024-09,Repeat,0-10%
3418,T0006984,2024-02-16,P043582,S001,C019638,3,0.0,0,Bottoms,Blue,S,Fall,supplierc,27.41,74.12,Lisbon Flagship,Lisbon,179,47,Other,Braga,222.36,140.13000000000002,2024-02,Repeat,
3419,T0021503,2022-04-24,P043582,S004,C017026,3,0.0,0,Bottoms,Blue,S,Fall,supplierc,27.41,74.12,Online,Online,950,37,Male,Faro,222.36,140.13000000000002,2022-04,Repeat,
3420,T0044805,2024-09-03,P043611,S001,C010425,4,0.0,0,Tops,Black,XL,Summer,supplierb,13.93,138.21,Lisbon Flagship,Lisbon,179,60,Male,Coimbra,552.84,497.12,2024-09,Repeat,
3421,T0022396,2020-08-10,P044048,S005,C015806,4,0.0,0,Shoes,Green,XL,Spring,supplierb,72.0,197.8,Coimbra Boutique,Coimbra,238,46,Male,Lisbon,791.2,503.20000000000005,2020-08,Repeat,
3422,T0030807,2022-06-17,P044048,S001,C003489,2,0.0,0,Shoes,Green,XL,Spring,supplierb,72.0,197.8,Lisbon Flagship,Lisbon,179,17,Other,Lisbon,395.6,251.60000000000002,2022-06,Repeat,
3423,T0046920,2020-10-20,P044128,S002,C016708,3,0.0,0,Shoes,Black,XS,Spring,supplierd,5.36,15.29,Porto Center,Porto,728,41,Female,Braga,45.87,29.79,2020-10,One-time,
3424,T0042570,2022-01-09,P044878,S003,C014341,4,0.1,0,Bottoms,Black,XL,Fall,supplierd,32.24,72.9,Faro Outlet,Algarve,336,47,Other,Coimbra,262.44000000000005,162.64000000000001,2022-01,Repeat,0-10%
3425,T0024927,2022-11-08,P044929,S002,C007489,2,0.0,0,Dresses,Blue,M,Summer,suppliera,75.2,140.78,Porto Center,Porto,728,56,Female,Faro,281.56,131.16,2022-11,Repeat,
3426,T0024562,2021-04-10,P044929,S003,C016104,3,0.0,0,Dresses,Blue,M,Summer,suppliera,75.2,140.78,Faro Outlet,Algarve,336,69,Other,Faro,422.34000000000003,196.74,2021-04,Repeat,
3427,T0047695,2022-10-18,P044951,S005,C018505,1,0.0,0,Dresses,Green,S,Summer,supplierb,76.1,109.38,Coimbra Boutique,Coimbra,238,43,Other,Porto,109.38,33.28,2022-10,One-time,
3428,T0020480,2024-07-08,P045053,S001,C014238,4,0.0,0,Accessories,Green,M,Winter,supplierc,7.33,108.22,Lisbon Flagship,Lisbon,179,42,Other,Braga,432.88,403.56,2024-07,Repeat,
3429,T0019502,2020-03-05,P045053,S002,C013347,3,0.0,0,Accessories,Green,M,Winter,supplierc,7.33,108.22,Porto Center,Porto,728,55,Female,Braga,324.65999999999997,302.67,2020-03,Repeat,
3430,T0024131,2020-01-07,P045239,S004,C005512,3,0.0,0,Tops,Red,XL,Summer,supplierc,54.09,181.91,Online,Online,950,55,Male,Lisbon,545.73,383.46,2020-01,Repeat,
3431,T0032598,2021-11-26,P045371,S005,C021158,3,0.0,0,Shoes,Blue,XL,Summer,supplierb,9.5,21.05,Coimbra Boutique,Coimbra,238,62,Other,Coimbra,63.150000000000006,34.650000000000006,2021-11,Repeat,
3432,T0044607,2024-07-24,P045371,S002,C018195,4,0.1,0,Shoes,Blue,XL,Summer,supplierb,9.5,21.05,Porto Center,Porto,728,58,Other,Faro,75.78,46.2,2024-07,Repeat,0-10%
3433,T0048513,2020-05-05,P045715,S003,C020336,2,0.0,0,Bottoms,Red,XL,Winter,supplierb,63.82,125.46,Faro Outlet,Algarve,336,48,Other,Faro,250.92,123.27999999999999,2020-05,Repeat,
3434,T0012766,2022-04-29,P045715,S001,C016383,4,0.2,0,Bottoms,Red,XL,Winter,supplierb,63.82,125.46,Lisbon Flagship,Lisbon,179,57,Female,Faro,401.472,246.55999999999997,2022-04,Repeat,10-20%
3435,T0042010,2020-10-15,P045971,S005,C007659,4,0.0,0,Dresses,Red,S,Fall,suppliera,69.41,56.79,Coimbra Boutique,Coimbra,238,56,Male,Porto,227.16,-50.47999999999999,2020-10,Repeat,
3436,T0008515,2021-04-18,P045971,S001,C016549,2,0.0,0,Dresses,Red,S,Fall,suppliera,69.41,56.79,Lisbon Flagship,Lisbon,179,49,Other,Faro,113.58,-25.239999999999995,2021-04,Repeat,
3437,T0038070,2022-12-20,P045971,S003,C006924,1,0.0,0,Dresses,Red,S,Fall,suppliera,69.41,56.79,Faro Outlet,Algarve,336,55,Female,Braga,56.79,-12.619999999999997,2022-12,Repeat,
3438,T0033835,2021-11-02,P045996,S001,C007565,2,0.0,0,Tops,Black,M,Fall,supplierd,36.77,183.71,Lisbon Flagship,Lisbon,179,18,Male,Lisbon,367.42,293.88,2021-11,Repeat,
3439,T0046159,2021-07-07,P045996,S001,C021290,3,0.2,0,Tops,Black,M,Fall,supplierd,36.77,183.71,Lisbon Flagship,Lisbon,179,59,Male,Faro,440.904,440.82,2021-07,Repeat,10-20%
3440,T0037428,2024-11-18,P045999,S002,C018966,3,0.0,0,Bottoms,Yellow,XL,Spring,supplierd,68.9,125.41,Porto Center,Porto,728,48,Female,Coimbra,376.23,169.52999999999997,2024-11,Repeat,
3441,T0049846,2023-02-09,P045999,S002,C008146,1,0.0,0,Bottoms,Yellow,XL,Spring,supplierd,68.9,125.41,Porto Center,Porto,728,49,Other,Porto,125.41,56.50999999999999,2023-02,Repeat,
3442,T0035685,2021-10-05,P045999,S005,C014929,3,0.0,0,Bottoms,Yellow,XL,Spring,supplierd,68.9,125.41,Coimbra Boutique,Coimbra,238,30,Other,Braga,376.23,169.52999999999997,2021-10,Repeat,
3443,T0002817,2020-05-31,P045999,S003,C013614,1,0.2,0,Bottoms,Yellow,XL,Spring,supplierd,68.9,125.41,Faro Outlet,Algarve,336,24,Male,Coimbra,100.328,56.50999999999999,2020-05,Repeat,10-20%
3444,T0022060,2020-07-21,P046345,S005,C021237,2,0.0,0,Tops,Blue,XL,Fall,supplierb,35.14,165.64,Coimbra Boutique,Coimbra,238,48,Female,Lisbon,331.28,261.0,2020-07,Repeat,
3445,T0043143,2023-12-19,P046543,S004,C014913,1,0.0,0,Shoes,White,L,Summer,supplierc,49.29,132.79,Online,Online,950,68,Female,Porto,132.79,83.5,2023-12,Repeat,
3446,T0021062,2024-10-20,P046574,S001,C000079,1,0.0,0,Accessories,Black,XS,Summer,supplierd,54.79,75.71,Lisbon Flagship,Lisbon,179,48,Other,Braga,75.71,20.919999999999995,2024-10,Repeat,
3447,T0049157,2020-11-24,P046766,S001,C015052,3,0.1,0,Shoes,Red,L,Spring,supplierc,28.69,180.9,Lisbon Flagship,Lisbon,179,20,Female,Porto,488.43000000000006,456.63,2020-11,One-time,0-10%
3448,T0042155,2024-10-14,P046846,S004,C024286,3,0.3,0,Dresses,Black,XS,Winter,supplierd,10.47,122.55,Online,Online,950,16,Other,Coimbra,257.35499999999996,336.24,2024-10,Repeat,20-30%
3449,T0032234,2020-04-24,P046846,S004,C007140,3,0.0,0,Dresses,Black,XS,Winter,supplierd,10.47,122.55,Online,Online,950,55,Other,Faro,367.65,336.24,2020-04,Repeat,
3450,T0026470,2023-02-05,P046861,S004,C020409,2,0.0,0,Dresses,Black,M,Winter,supplierb,25.41,76.03,Online,Online,950,54,Male,Porto,152.06,101.24000000000001,2023-02,Repeat,
3451,T0018020,2024-05-16,P046861,S005,C014441,2,0.3,1,Dresses,Black,M,Winter,supplierb,25.41,76.03,Coimbra Boutique,Coimbra,238,68,Female,Porto,106.442,101.24000000000001,2024-05,Repeat,20-30%
3452,T0012336,2022-06-23,P046861,S002,C004101,3,0.0,0,Dresses,Black,M,Winter,supplierb,25.41,76.03,Porto Center,Porto,728,22,Female,Faro,228.09,151.86,2022-06,Repeat,
3453,T0030111,2020-06-26,P047276,S004,C002972,4,0.2,0,Tops,Yellow,XS,Fall,supplierc,10.69,87.25,Online,Online,950,52,Other,Porto,279.2,306.24,2020-06,Repeat,10-20%
3454,T0040501,2020-11-26,P047276,S001,C017825,3,0.0,0,Tops,Yellow,XS,Fall,supplierc,10.69,87.25,Lisbon Flagship,Lisbon,179,42,Other,Lisbon,261.75,229.68,2020-11,Repeat,
3455,T0045600,2023-06-06,P047338,S005,C008250,3,0.0,0,Accessories,Red,S,Summer,supplierb,32.42,117.5,Coimbra Boutique,Coimbra,238,41,Other,Faro,352.5,255.24,2023-06,Repeat,
3456,T0040140,2024-03-26,P047407,S002,C014952,3,0.0,1,Shoes,Black,S,Summer,suppliera,47.0,146.13,Porto Center,Porto,728,59,Female,Faro,438.39,297.39,2024-03,Repeat,
3457,T0024423,2020-07-26,P048254,S001,C022223,1,0.0,0,Bottoms,Yellow,XL,Summer,supplierd,65.68,88.25,Lisbon Flagship,Lisbon,179,42,Other,Coimbra,88.25,22.569999999999993,2020-07,Repeat,
3458,T0044538,2021-06-03,P048507,S002,C022017,2,0.1,0,Bottoms,Green,XS,Spring,supplierc,73.29,177.3,Porto Center,Porto,728,42,Other,Faro,319.14000000000004,208.02,2021-06,Repeat,0-10%
3459,T0041474,2020-09-22,P048738,S005,C013485,2,0.1,0,Shoes,Yellow,S,Winter,suppliera,44.86,167.49,Coimbra Boutique,Coimbra,238,51,Female,Coimbra,301.482,245.26000000000002,2020-09,Repeat,0-10%
3460,T0017351,2021-08-26,P048738,S004,C005803,4,0.0,0,Shoes,Yellow,S,Winter,suppliera,44.86,167.49,Online,Online,950,49,Female,Lisbon,669.96,490.52000000000004,2021-08,Repeat,
3461,T0007050,2020-10-11,P048810,S001,C006269,3,0.0,0,Tops,Yellow,L,Fall,supplierc,62.68,117.25,Lisbon Flagship,Lisbon,179,45,Female,Porto,351.75,163.71,2020-10,Repeat,
3462,T0029482,2024-01-03,P048834,S004,C005457,1,0.0,0,Tops,Yellow,XS,Winter,supplierd,19.99,123.43,Online,Online,950,63,Female,Faro,123.43,103.44000000000001,2024-01,Repeat,
3463,T0028713,2023-07-15,P048834,S001,C023180,4,0.0,0,Tops,Yellow,XS,Winter,supplierd,19.99,123.43,Lisbon Flagship,Lisbon,179,28,Other,Lisbon,493.72,413.76000000000005,2023-07,One-time,
3464,T0030206,2023-01-22,P049061,S001,C013074,1,0.1,0,Accessories,Red,XS,Fall,supplierd,79.12,23.86,Lisbon Flagship,Lisbon,179,60,Female,Lisbon,21.474,-55.260000000000005,2023-01,Repeat,0-10%
3465,T0013540,2021-05-27,P049062,S002,C002470,2,0.2,0,Shoes,Blue,XS,Winter,supplierb,32.58,78.06,Porto Center,Porto,728,69,Other,Faro,124.89600000000002,90.96000000000001,2021-05,One-time,10-20%
3466,T0016064,2023-02-03,P049238,S004,C001851,4,0.0,0,Accessories,Yellow,M,Summer,supplierb,11.07,120.77,Online,Online,950,57,Female,Faro,483.08,438.79999999999995,2023-02,Repeat,
3467,T0042379,2023-10-26,P049520,S005,C018817,1,0.0,0,Accessories,Black,XL,Summer,supplierc,76.14,176.89,Coimbra Boutique,Coimbra,238,17,Female,Coimbra,176.89,100.74999999999999,2023-10,One-time,
3468,T0013479,2020-11-17,P049735,S005,C001217,2,0.1,0,Bottoms,White,S,Fall,supplierc,66.6,70.5,Coimbra Boutique,Coimbra,238,37,Male,Faro,126.9,7.800000000000011,2020-11,Repeat,0-10%
3469,T0007626,2023-07-13,P049884,S002,C007678,3,0.1,0,Shoes,Red,L,Winter,supplierd,63.03,177.43,Porto Center,Porto,728,21,Other,Coimbra,479.061,343.20000000000005,2023-07,Repeat,0-10%
3470,T0002630,2022-01-23,P000493,S005,C021172,4,0.0,1,Bottoms,Black,S,Winter,supplierd,19.79,25.0,Coimbra Boutique,Coimbra,238,47,Male,Lisbon,100.0,20.840000000000003,2022-01,Repeat,
3471,T0046698,2024-09-22,P000727,S001,C014495,1,0.0,0,Bottoms,Yellow,M,Spring,supplierc,42.26,130.77,Lisbon Flagship,Lisbon,179,61,Female,Faro,130.77,88.51000000000002,2024-09,Repeat,
3472,T0042810,2023-05-05,P000990,S003,C005171,3,0.1,0,Shoes,Green,XL,Winter,suppliera,25.02,123.5,Faro Outlet,Algarve,336,50,Female,Braga,333.45,295.44,2023-05,Repeat,0-10%
3473,T0003979,2020-07-30,P000990,S005,C013046,2,0.0,0,Shoes,Green,XL,Winter,suppliera,25.02,123.5,Coimbra Boutique,Coimbra,238,68,Female,Faro,247.0,196.96,2020-07,Repeat,
3474,T0022840,2023-11-15,P000990,S001,C014760,3,0.3,0,Shoes,Green,XL,Winter,suppliera,25.02,123.5,Lisbon Flagship,Lisbon,179,68,Other,Coimbra,259.34999999999997,295.44,2023-11,Repeat,20-30%
3475,T0007862,2021-07-04,P000990,S003,C015604,2,0.3,0,Shoes,Green,XL,Winter,suppliera,25.02,123.5,Faro Outlet,Algarve,336,42,Other,Lisbon,172.89999999999998,196.96,2021-07,One-time,20-30%
3476,T0036977,2023-05-11,P001037,S003,C015588,2,0.1,0,Shoes,Blue,S,Spring,supplierd,79.69,141.44,Faro Outlet,Algarve,336,21,Male,Faro,254.592,123.5,2023-05,Repeat,0-10%
3477,T0006295,2023-01-29,P001068,S002,C006103,4,0.0,1,Accessories,Yellow,XS,Fall,supplierd,8.34,36.51,Porto Center,Porto,728,24,Male,Coimbra,146.04,112.67999999999999,2023-01,Repeat,
3478,T0005895,2022-12-21,P001332,S001,C000595,2,0.1,0,Accessories,Blue,S,Summer,supplierd,25.84,27.13,Lisbon Flagship,Lisbon,179,26,Other,Coimbra,48.833999999999996,2.5799999999999983,2022-12,One-time,0-10%
3479,T0035235,2020-04-25,P001332,S002,C015937,1,0.2,0,Accessories,Blue,S,Summer,supplierd,25.84,27.13,Porto Center,Porto,728,34,Other,Lisbon,21.704,1.2899999999999991,2020-04,Repeat,10-20%
3480,T0029972,2022-09-22,P001441,S004,C006629,2,0.3,0,Accessories,Blue,L,Winter,supplierc,67.0,71.39,Online,Online,950,53,Male,Lisbon,99.946,8.780000000000001,2022-09,Repeat,20-30%
3481,T0016498,2024-10-10,P001509,S001,C006585,4,0.0,0,Dresses,Yellow,XL,Fall,suppliera,68.37,105.21,Lisbon Flagship,Lisbon,179,43,Male,Porto,420.84,147.35999999999996,2024-10,One-time,
3482,T0008491,2024-06-04,P001919,S004,C016134,4,0.0,0,Accessories,White,XL,Spring,suppliera,71.74,45.38,Online,Online,950,47,Female,Porto,181.52,-105.43999999999997,2024-06,Repeat,
3483,T0010522,2020-09-16,P001919,S002,C008090,1,0.0,0,Accessories,White,XL,Spring,suppliera,71.74,45.38,Porto Center,Porto,728,42,Male,Braga,45.38,-26.359999999999992,2020-09,Repeat,
3484,T0046881,2021-01-11,P002141,S001,C004582,3,0.2,0,Tops,Yellow,S,Spring,supplierd,55.13,103.03,Lisbon Flagship,Lisbon,179,60,Male,Lisbon,247.27200000000005,143.7,2021-01,Repeat,10-20%
3485,T0044569,2024-01-02,P002141,S002,C023779,1,0.1,0,Tops,Yellow,S,Spring,supplierd,55.13,103.03,Porto Center,Porto,728,54,Male,Coimbra,92.727,47.9,2024-01,Repeat,0-10%
3486,T0049567,2023-01-30,P002431,S005,C010020,2,0.0,0,Dresses,Blue,XS,Summer,supplierc,65.0,55.39,Coimbra Boutique,Coimbra,238,32,Other,Faro,110.78,-19.22,2023-01,Repeat,
3487,T0016030,2023-08-29,P002513,S002,C006159,1,0.3,0,Dresses,Blue,XL,Winter,supplierd,60.7,89.71,Porto Center,Porto,728,39,Other,Lisbon,62.79699999999999,29.00999999999999,2023-08,One-time,20-30%
3488,T0007087,2020-09-18,P002513,S003,C009271,3,0.0,1,Dresses,Blue,XL,Winter,supplierd,60.7,89.71,Faro Outlet,Algarve,336,50,Other,Lisbon,269.13,87.02999999999997,2020-09,Repeat,
3489,T0049838,2021-04-28,P002513,S001,C019337,2,0.1,0,Dresses,Blue,XL,Winter,supplierd,60.7,89.71,Lisbon Flagship,Lisbon,179,38,Male,Coimbra,161.47799999999998,58.01999999999998,2021-04,Repeat,0-10%
3490,T0035425,2023-01-31,P002925,S002,C015040,1,0.0,0,Bottoms,Black,S,Winter,supplierd,29.85,139.97,Porto Center,Porto,728,37,Female,Braga,139.97,110.12,2023-01,One-time,
3491,T0004848,2024-11-02,P003193,S001,C015806,4,0.1,0,Tops,Black,XL,Fall,suppliera,66.49,87.42,Lisbon Flagship,Lisbon,179,46,Male,Lisbon,314.712,83.72000000000003,2024-11,Repeat,0-10%
3492,T0035613,2022-09-06,P003374,S005,C020796,2,0.2,1,Unknown,Blue,L,Fall,supplierc,58.39,70.39,Coimbra Boutique,Coimbra,238,54,Female,Faro,112.62400000000001,24.0,2022-09,Repeat,10-20%
3493,T0003911,2020-04-19,P003824,S003,C006550,1,0.0,0,Dresses,Red,XL,Summer,suppliera,9.74,112.58,Faro Outlet,Algarve,336,39,Male,Braga,112.58,102.84,2020-04,Repeat,
3494,T0003750,2024-12-26,P003842,S005,C019914,3,0.0,0,Tops,White,L,Summer,supplierb,14.98,100.07,Coimbra Boutique,Coimbra,238,36,Other,Faro,300.21,255.26999999999998,2024-12,Repeat,
3495,T0035903,2023-08-28,P003896,S001,C012955,3,0.0,0,Dresses,Red,S,Fall,supplierc,56.19,26.26,Lisbon Flagship,Lisbon,179,65,Female,Braga,78.78,-89.78999999999999,2023-08,Repeat,
3496,T0019520,2023-12-07,P003997,S003,C008245,2,0.0,1,Dresses,White,S,Fall,supplierd,22.37,145.19,Faro Outlet,Algarve,336,33,Other,Lisbon,290.38,245.64,2023-12,Repeat,
3497,T0042950,2023-07-18,P004056,S005,C009927,1,0.0,0,Shoes,Green,XS,Summer,supplierc,34.07,34.72,Coimbra Boutique,Coimbra,238,56,Other,Lisbon,34.72,0.6499999999999986,2023-07,One-time,
3498,T0028203,2024-01-20,P004517,S002,C011703,1,0.1,0,Tops,White,S,Winter,supplierc,76.09,54.62,Porto Center,Porto,728,29,Male,Lisbon,49.158,-21.470000000000006,2024-01,Repeat,0-10%
3499,T0014448,2021-01-19,P004545,S005,C010589,3,0.1,1,Dresses,Blue,M,Winter,supplierd,45.47,41.17,Coimbra Boutique,Coimbra,238,20,Male,Lisbon,111.159,-12.899999999999991,2021-01,Repeat,0-10%
3500,T0015237,2022-01-16,P004545,S001,C000869,4,0.0,0,Dresses,Blue,M,Winter,supplierd,45.47,41.17,Lisbon Flagship,Lisbon,179,28,Other,Braga,164.68,-17.19999999999999,2022-01,Repeat,
3501,T0034827,2022-05-23,P004812,S001,C021810,1,0.0,0,Accessories,Black,XL,Winter,supplierd,31.29,20.35,Lisbon Flagship,Lisbon,179,58,Other,Braga,20.35,-10.939999999999998,2022-05,Repeat,
3502,T0010022,2021-03-12,P005053,S003,C015261,2,0.2,0,Bottoms,Unknown,S,Fall,suppliera,9.17,191.39,Faro Outlet,Algarve,336,61,Male,Lisbon,306.224,364.44,2021-03,Repeat,10-20%
3503,T0003286,2021-11-17,P005154,S004,C024055,1,0.1,0,Dresses,Black,S,Summer,supplierb,60.67,132.86,Online,Online,950,30,Male,Braga,119.57400000000001,72.19000000000001,2021-11,One-time,0-10%
3504,T0030334,2020-11-19,P005182,S005,C014968,1,0.2,0,Tops,Green,L,Fall,supplierb,67.47,169.64,Coimbra Boutique,Coimbra,238,28,Male,Coimbra,135.712,102.16999999999999,2020-11,Repeat,10-20%
3505,T0017034,2024-08-03,P005408,S001,C017898,3,0.1,0,Shoes,Green,M,Fall,supplierb,79.94,55.48,Lisbon Flagship,Lisbon,179,33,Female,Lisbon,149.796,-73.38,2024-08,Repeat,0-10%
3506,T0044049,2023-10-02,P005509,S002,C018524,1,0.0,0,Dresses,Red,M,Winter,supplierd,67.59,187.52,Porto Center,Porto,728,45,Other,Porto,187.52,119.93,2023-10,One-time,
3507,T0016101,2022-10-28,P005734,S004,C011043,2,0.0,0,Accessories,White,M,Winter,supplierd,30.9,174.58,Online,Online,950,48,Male,Coimbra,349.16,287.36,2022-10,One-time,
3508,T0017171,2023-12-16,P005987,S003,C022712,1,0.0,0,Tops,White,S,Winter,supplierd,78.47,28.71,Faro Outlet,Algarve,336,69,Male,Lisbon,28.71,-49.76,2023-12,Repeat,
3509,T0028245,2020-02-16,P006028,S005,C003440,2,0.0,0,Dresses,White,XL,Summer,supplierb,13.88,37.02,Coimbra Boutique,Coimbra,238,61,Other,Coimbra,74.04,46.28,2020-02,Repeat,
3510,T0036266,2022-01-03,P006028,S001,C011176,3,0.0,0,Dresses,White,XL,Summer,supplierb,13.88,37.02,Lisbon Flagship,Lisbon,179,54,Male,Faro,111.06,69.42,2022-01,Repeat,
3511,T0049574,2020-03-20,P006083,S005,C024240,3,0.0,0,Accessories,Green,XS,Fall,supplierc,42.89,190.31,Coimbra Boutique,Coimbra,238,45,Male,Lisbon,570.9300000000001,442.26000000000005,2020-03,Repeat,
3512,T0024683,2021-02-02,P006158,S001,C013710,2,0.0,0,Bottoms,Yellow,XL,Fall,suppliera,45.25,133.59,Lisbon Flagship,Lisbon,179,52,Female,Coimbra,267.18,176.68,2021-02,Repeat,
3513,T0028553,2024-10-14,P006256,S001,C022636,3,0.0,0,Accessories,White,M,Winter,supplierb,60.16,68.55,Lisbon Flagship,Lisbon,179,69,Other,Faro,205.64999999999998,25.17,2024-10,Repeat,
3514,T0028412,2020-08-05,P006256,S004,C019558,4,0.0,0,Accessories,White,M,Winter,supplierb,60.16,68.55,Online,Online,950,33,Female,Porto,274.2,33.56,2020-08,Repeat,
3515,T0004140,2023-09-23,P006315,S004,C013107,2,0.1,0,Tops,Unknown,XL,Spring,supplierb,76.03,184.95,Online,Online,950,59,Female,Braga,332.90999999999997,217.83999999999997,2023-09,One-time,0-10%
3516,T0016166,2023-07-09,P006866,S005,C000685,1,0.0,1,Bottoms,Yellow,XS,Winter,supplierd,70.46,84.42,Coimbra Boutique,Coimbra,238,23,Female,Porto,84.42,13.960000000000008,2023-07,Repeat,
3517,T0024951,2023-04-18,P006866,S002,C019960,2,0.1,0,Bottoms,Yellow,XS,Winter,supplierd,70.46,84.42,Porto Center,Porto,728,35,Female,Lisbon,151.95600000000002,27.920000000000016,2023-04,Repeat,0-10%
3518,T0007263,2022-01-28,P007133,S005,C021840,2,0.1,0,Shoes,White,XS,Winter,supplierb,70.97,124.87,Coimbra Boutique,Coimbra,238,42,Male,Coimbra,224.76600000000002,107.80000000000001,2022-01,Repeat,0-10%
3519,T0030136,2024-10-22,P007133,S004,C018917,4,0.0,0,Shoes,White,XS,Winter,supplierb,70.97,124.87,Online,Online,950,51,Female,Faro,499.48,215.60000000000002,2024-10,Repeat,
3520,T0025997,2020-08-24,P007378,S005,C024904,3,0.0,0,Bottoms,Blue,XL,Winter,suppliera,20.38,185.51,Coimbra Boutique,Coimbra,238,67,Male,Porto,556.53,495.39,2020-08,Repeat,
3521,T0012919,2024-03-21,P007384,S001,C012086,1,0.1,0,Accessories,Yellow,M,Winter,supplierb,6.24,40.71,Lisbon Flagship,Lisbon,179,32,Female,Faro,36.639,34.47,2024-03,Repeat,0-10%
3522,T0028337,2022-10-10,P007504,S003,C012919,2,0.2,0,Bottoms,Black,S,Fall,supplierb,72.74,146.72,Faro Outlet,Algarve,336,52,Female,Braga,234.752,147.96,2022-10,Repeat,10-20%
3523,T0027021,2020-02-09,P007504,S003,C001422,3,0.3,0,Bottoms,Black,S,Fall,supplierb,72.74,146.72,Faro Outlet,Algarve,336,45,Female,Porto,308.11199999999997,221.94,2020-02,Repeat,20-30%
3524,T0040298,2022-03-20,P007578,S003,C021550,1,0.0,0,Bottoms,White,S,Fall,suppliera,13.37,61.89,Faro Outlet,Algarve,336,62,Male,Lisbon,61.89,48.52,2022-03,Repeat,
3525,T0039071,2022-07-11,P007823,S005,C012893,4,0.0,0,Bottoms,White,M,Fall,supplierc,30.54,84.48,Coimbra Boutique,Coimbra,238,63,Other,Braga,337.92,215.76000000000002,2022-07,Repeat,
3526,T0007693,2023-05-24,P007823,S003,C007325,1,0.0,1,Bottoms,White,M,Fall,supplierc,30.54,84.48,Faro Outlet,Algarve,336,34,Male,Faro,84.48,53.940000000000005,2023-05,Repeat,
3527,T0040497,2022-08-08,P008754,S002,C004336,1,0.0,0,Dresses,Black,XL,Fall,suppliera,58.06,167.19,Porto Center,Porto,728,47,Male,Lisbon,167.19,109.13,2022-08,Repeat,
3528,T0037409,2023-08-29,P008910,S003,C013646,4,0.0,0,Accessories,White,XL,Fall,supplierc,44.43,190.27,Faro Outlet,Algarve,336,40,Female,Coimbra,761.08,583.36,2023-08,Repeat,
3529,T0046846,2020-05-18,P009365,S004,C002962,1,0.0,0,Shoes,Black,S,Spring,supplierd,13.33,38.56,Online,Online,950,27,Male,Coimbra,38.56,25.230000000000004,2020-05,One-time,
3530,T0045506,2024-08-30,P009365,S003,C022647,4,0.3,0,Shoes,Black,S,Spring,supplierd,13.33,38.56,Faro Outlet,Algarve,336,35,Female,Lisbon,107.968,100.92000000000002,2024-08,Repeat,20-30%
3531,T0029816,2021-02-02,P009436,S003,C001195,4,0.3,0,Shoes,Red,L,Summer,supplierc,73.13,56.65,Faro Outlet,Algarve,336,45,Other,Coimbra,158.61999999999998,-65.91999999999999,2021-02,Repeat,20-30%
3532,T0038296,2023-04-30,P009679,S004,C006868,1,0.1,0,Dresses,Black,S,Summer,supplierb,62.58,24.75,Online,Online,950,52,Other,Porto,22.275000000000002,-37.83,2023-04,One-time,0-10%
3533,T0044124,2022-02-24,P009844,S003,C009426,3,0.0,0,Tops,Blue,L,Spring,supplierd,58.82,187.77,Faro Outlet,Algarve,336,48,Male,Coimbra,563.3100000000001,386.85,2022-02,Repeat,
3534,T0009024,2020-08-21,P009960,S001,C016391,1,0.0,0,Bottoms,Green,XL,Winter,supplierc,37.62,13.17,Lisbon Flagship,Lisbon,179,63,Other,Faro,13.17,-24.449999999999996,2020-08,Repeat,
3535,T0046175,2020-04-06,P010175,S001,C005278,4,0.0,0,Bottoms,Green,XS,Summer,supplierc,60.19,118.47,Lisbon Flagship,Lisbon,179,25,Female,Porto,473.88,233.12,2020-04,Repeat,
3536,T0010927,2020-07-21,P010315,S004,C024583,1,0.0,0,Shoes,Blue,S,Winter,suppliera,21.22,14.39,Online,Online,950,69,Other,Faro,14.39,-6.829999999999998,2020-07,Repeat,
3537,T0047576,2023-08-06,P010442,S002,C022790,1,0.0,0,Accessories,White,XL,Summer,supplierc,32.96,88.55,Porto Center,Porto,728,62,Male,Coimbra,88.55,55.589999999999996,2023-08,One-time,
3538,T0049860,2022-03-15,P010721,S004,C004060,4,0.0,0,Bottoms,White,L,Fall,supplierc,42.59,86.55,Online,Online,950,62,Male,Faro,346.2,175.83999999999997,2022-03,Repeat,
3539,T0003285,2020-08-07,P010904,S005,C013662,4,0.0,0,Bottoms,Yellow,XL,Spring,supplierd,51.34,197.26,Coimbra Boutique,Coimbra,238,27,Male,Faro,789.04,583.68,2020-08,Repeat,
